,ISCO-08 Code,ISCO-08 Title EN,2010 SOC Code,2010 SOC Title,Task ID,Task,Task Type,Title,human_exposure_agg,gpt4_exposure,gpt4_exposure_alt_rubric,gpt_3_relevant,gpt4_automation,alpha,beta,gamma,automation,human_labels
2096,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15822.0,Supervise employees or subcontractors to ensure quality of work or adherence to safety regulations or policies.,Core,Wind Energy Operations Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
2097,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15808.0,"Train or coordinate the training of employees in operations, safety, environmental issues, or technical issues.",Core,Wind Energy Operations Managers,E0,E2,E2,False,T1,0.0,0.5,1.0,0.25,E0
2098,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15809.0,"Track and maintain records for wind operations, such as site performance, downtime events, parts usage, or substation events.",Core,Wind Energy Operations Managers,E2,E2,E1,False,T3,0.0,0.5,1.0,0.75,E2
2099,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15823.0,"Oversee the maintenance of wind field equipment or structures, such as towers, transformers, electrical collector systems, roadways, or other site assets.",Core,Wind Energy Operations Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
2100,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15821.0,Prepare wind field operational budgets.,Core,Wind Energy Operations Managers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
2101,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15819.0,"Develop relationships and communicate with customers, site managers, developers, land owners, authorities, utility representatives, or residents.",Core,Wind Energy Operations Managers,E2,E0,E0,False,T1,0.0,0.0,0.0,0.25,E2
2102,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15813.0,"Maintain operations records, such as work orders, site inspection forms, or other documentation.",Core,Wind Energy Operations Managers,E2,E1,E1,True,T3,1.0,1.0,1.0,0.75,E2
2103,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15815.0,"Recruit or select wind operations employees, contractors, or subcontractors.",Core,Wind Energy Operations Managers,E0,E2,E0,False,T2,0.0,0.5,1.0,0.5,E0
2104,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15810.0,"Provide technical support to wind field customers, employees, or subcontractors.",Core,Wind Energy Operations Managers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
2105,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15817.0,"Estimate costs associated with operations, including repairs or preventive maintenance.",Core,Wind Energy Operations Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2106,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15816.0,Monitor and maintain records of daily facility operations.,Core,Wind Energy Operations Managers,E2,E2,E1,True,T3,0.0,0.5,1.0,0.75,E2
2107,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15818.0,"Establish goals, objectives, or priorities for wind field operations.",Core,Wind Energy Operations Managers,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1
2108,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15812.0,"Order parts, tools, or equipment needed to maintain, restore, or improve wind field operations.",Core,Wind Energy Operations Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
2109,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15814.0,"Review, negotiate, or approve wind farm contracts.",Core,Wind Energy Operations Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
2110,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15811.0,Manage warranty repair or replacement services.,Core,Wind Energy Operations Managers,E0,E2,E2,False,T1,0.0,0.5,1.0,0.25,E0
2111,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15820.0,"Develop processes or procedures for wind operations, including transitioning from construction to commercial operations.",Core,Wind Energy Operations Managers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
2112,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15836.0,"Coordinate or direct development, energy assessment, engineering, or construction activities to ensure that wind project needs and objectives are met.",Core,Wind Energy Development Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
2113,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15834.0,Manage wind project costs to stay within budget limits.,Core,Wind Energy Development Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2114,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15827.0,"Lead or support negotiations involving tax agreements or abatements, power purchase agreements, land use, or interconnection agreements.",Core,Wind Energy Development Managers,E0,E2,E2,False,T1,0.0,0.5,1.0,0.25,E0
2115,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15838.0,"Create wind energy project plans, including project scope, goals, tasks, resources, schedules, costs, contingencies, or other project information.",Core,Wind Energy Development Managers,E2,E2,E2,True,T2,0.0,0.5,1.0,0.5,E2
2116,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15824.0,Supervise the work of subcontractors or consultants to ensure quality and conformance to specifications or budgets.,Core,Wind Energy Development Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
2117,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15835.0,"Develop scope of work for wind project functions, such as design, site assessment, environmental studies, surveying, or field support services.",Core,Wind Energy Development Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2118,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15830.0,"Provide verbal or written project status reports to project teams, management, subcontractors, customers, or owners.",Core,Wind Energy Development Managers,E2,E1,E1,True,T3,1.0,1.0,1.0,0.75,E2
2119,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15828.0,"Update schedules, estimates, forecasts, or budgets for wind projects.",Core,Wind Energy Development Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
2120,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15837.0,"Prepare or assist in the preparation of applications for environmental, building, or other required permits.",Core,Wind Energy Development Managers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
2121,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15829.0,Review or evaluate proposals or bids to make recommendations regarding awarding of contracts.,Core,Wind Energy Development Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2122,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15826.0,Manage site assessments or environmental studies for wind fields.,Core,Wind Energy Development Managers,E1,E2,E0,False,T1,0.0,0.5,1.0,0.25,E1
2123,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15833.0,"Prepare wind project documentation, including diagrams or layouts.",Core,Wind Energy Development Managers,E2,E2,E2,True,T2,0.0,0.5,1.0,0.5,E2
2124,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15831.0,"Review civil design, engineering, or construction technical documentation to ensure compliance with applicable government or industrial codes, standards, requirements, or regulations.",Core,Wind Energy Development Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2125,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15825.0,Prepare requests for proposals (RFPs) for wind project construction or equipment acquisition.,Core,Wind Energy Development Managers,E1,E2,E1,True,T3,0.0,0.5,1.0,0.75,E1
2126,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15832.0,"Provide technical support for the design, construction, or commissioning of wind farm projects.",Core,Wind Energy Development Managers,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1
2127,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15849.0,Identify environmental contamination sources.,Core,Brownfield Redevelopment Specialists and Site Managers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
2128,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15857.0,"Coordinate on-site activities for environmental cleanup or remediation projects to ensure compliance with environmental laws, standards, regulations, or other requirements.",Core,Brownfield Redevelopment Specialists and Site Managers,E1,E2,E0,False,T1,0.0,0.5,1.0,0.25,E1
2129,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",23901.0,Identify and apply for project funding.,Core,Brownfield Redevelopment Specialists and Site Managers,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1
2130,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15848.0,"Plan or implement brownfield redevelopment projects to ensure safety, quality, and compliance with applicable standards or requirements.",Core,Brownfield Redevelopment Specialists and Site Managers,E1,E2,E0,False,T1,0.0,0.5,1.0,0.25,E1
2131,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15850.0,Estimate costs for environmental cleanup and remediation of land redevelopment projects.,Core,Brownfield Redevelopment Specialists and Site Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2132,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15858.0,"Conduct quantitative risk assessments for human health, environmental, or other risks.",Core,Brownfield Redevelopment Specialists and Site Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
2133,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15852.0,Design or implement plans for surface or ground water remediation.,Core,Brownfield Redevelopment Specialists and Site Managers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
2134,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15854.0,"Design or implement measures to improve the water, air, and soil quality of military test sites, abandoned mine land, or other contaminated sites.",Core,Brownfield Redevelopment Specialists and Site Managers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
2135,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15839.0,Review or evaluate environmental remediation project proposals.,Core,Brownfield Redevelopment Specialists and Site Managers,E2,E2,E2,True,T2,0.0,0.5,1.0,0.5,E2
2136,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15843.0,"Prepare reports or presentations to communicate brownfield redevelopment needs, status, or progress.",Core,Brownfield Redevelopment Specialists and Site Managers,E2,E2,E1,True,T3,0.0,0.5,1.0,0.75,E2
2137,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15847.0,Inspect sites to assess environmental damage or monitor cleanup progress.,Core,Brownfield Redevelopment Specialists and Site Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
2138,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15846.0,"Maintain records of decisions, actions, and progress related to environmental redevelopment projects.",Core,Brownfield Redevelopment Specialists and Site Managers,E2,E1,E1,False,T3,1.0,1.0,1.0,0.75,E2
2139,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15856.0,Coordinate the disposal of hazardous waste.,Core,Brownfield Redevelopment Specialists and Site Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
2140,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15860.0,Develop or implement plans for the sustainable regeneration of brownfield sites to ensure regeneration of a wider area by providing environmental protection or economic and social benefits.,Core,Brownfield Redevelopment Specialists and Site Managers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
2141,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15859.0,Conduct feasibility or cost-benefit studies for environmental remediation projects.,Core,Brownfield Redevelopment Specialists and Site Managers,E0,E2,E2,True,T2,0.0,0.5,1.0,0.5,E0
2142,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15845.0,"Prepare and submit permit applications for demolition, cleanup, remediation, or construction projects.",Core,Brownfield Redevelopment Specialists and Site Managers,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1
2143,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15844.0,Negotiate contracts for services or materials needed for environmental remediation.,Core,Brownfield Redevelopment Specialists and Site Managers,E0,E2,E1,False,T2,0.0,0.5,1.0,0.5,E0
2144,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15853.0,Design or implement plans for structural demolition and debris removal.,Core,Brownfield Redevelopment Specialists and Site Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
2145,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15855.0,Design or conduct environmental restoration studies.,Core,Brownfield Redevelopment Specialists and Site Managers,E0,E2,E2,False,T1,0.0,0.5,1.0,0.25,E0
2146,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15840.0,Review or evaluate designs for contaminant treatment or disposal facilities.,Core,Brownfield Redevelopment Specialists and Site Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
2147,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15841.0,Provide training on hazardous material or waste cleanup procedures and technologies.,Supplemental,Brownfield Redevelopment Specialists and Site Managers,E0,E0,E2,False,T1,0.0,0.0,0.0,0.25,E0
2148,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15851.0,Develop or implement plans for revegetation of brownfield sites.,Supplemental,Brownfield Redevelopment Specialists and Site Managers,E2,E2,E2,True,T1,0.0,0.5,1.0,0.25,E2
2149,1349,Professional services managers not elsewhere classified,11-9199,"Managers, All Other",15842.0,"Provide expert witness testimony on issues such as soil, air, or water contamination and associated cleanup measures.",Supplemental,Brownfield Redevelopment Specialists and Site Managers,E1,E2,E0,False,T1,0.0,0.5,1.0,0.25,E1
2150,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18035.0,Provide responses to regulatory agencies regarding product information or issues.,Core,Regulatory Affairs Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2151,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18022.0,"Direct the preparation and submission of regulatory agency applications, reports, or correspondence.",Core,Regulatory Affairs Managers,E2,E2,E2,True,T3,0.0,0.5,1.0,0.75,E2
2152,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18037.0,"Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.",Core,Regulatory Affairs Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
2153,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18026.0,Develop regulatory strategies and implementation plans for the preparation and submission of new products.,Core,Regulatory Affairs Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2154,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18031.0,"Manage activities such as audits, regulatory agency inspections, or product recalls.",Core,Regulatory Affairs Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
2155,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18023.0,Formulate or implement regulatory affairs policies and procedures to ensure that regulatory compliance is maintained or enhanced.,Core,Regulatory Affairs Managers,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1
2156,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18030.0,"Maintain current knowledge of relevant regulations, including proposed and final rules.",Core,Regulatory Affairs Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
2157,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18038.0,Review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,Core,Regulatory Affairs Managers,E1,E1,E2,False,T3,1.0,1.0,1.0,0.75,E1
2158,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18025.0,Communicate regulatory information to multiple departments and ensure that information is interpreted correctly.,Core,Regulatory Affairs Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2159,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18024.0,"Provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.",Core,Regulatory Affairs Managers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
2160,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",21087.0,Direct documentation efforts to ensure compliance with domestic and international regulations and standards.,Core,Regulatory Affairs Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
2161,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18032.0,Monitor emerging trends regarding industry regulations to determine potential impacts on organizational processes.,Core,Regulatory Affairs Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2162,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18029.0,Investigate product complaints and prepare documentation and submissions to appropriate regulatory agencies as necessary.,Core,Regulatory Affairs Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2163,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18036.0,Represent organizations before domestic or international regulatory agencies on major policy matters or decisions regarding company products.,Core,Regulatory Affairs Managers,E1,E2,E0,False,T1,0.0,0.5,1.0,0.25,E1
2164,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18039.0,Train staff in regulatory policies or procedures.,Core,Regulatory Affairs Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2165,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18042.0,Develop and maintain standard operating procedures or local working practices.,Core,Regulatory Affairs Managers,E2,E1,E2,False,T2,1.0,1.0,1.0,0.5,E2
2166,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18034.0,Participate in the development or implementation of clinical trial protocols.,Core,Regulatory Affairs Managers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
2167,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18028.0,Implement or monitor complaint processing systems to ensure effective and timely resolution of all complaint investigations.,Core,Regulatory Affairs Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2168,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18040.0,Contribute to the development or implementation of business unit strategic and operating plans.,Core,Regulatory Affairs Managers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
2169,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18043.0,Establish procedures or systems for publishing document submissions in hardcopy or electronic formats.,Core,Regulatory Affairs Managers,E2,E1,E1,True,T3,1.0,1.0,1.0,0.75,E2
2170,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18041.0,Coordinate internal discoveries and depositions with legal department staff.,Core,Regulatory Affairs Managers,E2,E2,E0,False,T1,0.0,0.5,1.0,0.25,E2
2171,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",19529.0,Develop relationships with state or federal environmental regulatory agencies to learn about and analyze the potential impacts of proposed environmental policy regulations.,Core,Regulatory Affairs Managers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
2172,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18027.0,Establish regulatory priorities or budgets and allocate resources and workloads.,Core,Regulatory Affairs Managers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
2173,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",18044.0,Evaluate new software publishing systems and confer with regulatory agencies concerning news or updates on electronic publishing of submissions.,Core,Regulatory Affairs Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2174,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",19531.0,Monitor regulatory affairs activities to ensure their alignment with corporate sustainability or green initiatives.,Core,Regulatory Affairs Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
2175,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",19532.0,Monitor regulatory affairs trends related to environmental issues.,Supplemental,Regulatory Affairs Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2176,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",19530.0,"Evaluate regulatory affairs aspects that are specifically green, such as the use of toxic substances in packaging, carbon footprinting issues, or green policy implementation.",Supplemental,Regulatory Affairs Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2177,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15645.0,Report violations of compliance or regulatory standards to duly authorized enforcement agencies as appropriate or required.,Core,Compliance Managers,E2,E2,E0,False,T2,0.0,0.5,1.0,0.5,E2
2178,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15650.0,Identify compliance issues that require follow-up or investigation.,Core,Compliance Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
2179,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",21088.0,"Discuss emerging compliance issues to ensure that management and employees are informed about compliance reporting systems, policies, and practices.",Core,Compliance Managers,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1
2180,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15653.0,File appropriate compliance reports with regulatory agencies.,Core,Compliance Managers,E2,E2,E2,True,T3,0.0,0.5,1.0,0.75,E2
2181,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15638.0,"Maintain documentation of compliance activities, such as complaints received or investigation outcomes.",Core,Compliance Managers,E2,E1,E1,True,T3,1.0,1.0,1.0,0.75,E2
2182,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15639.0,Consult with corporate attorneys as necessary to address difficult legal compliance issues.,Core,Compliance Managers,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1
2183,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15656.0,Conduct or direct the internal investigation of compliance issues.,Core,Compliance Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2184,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15644.0,"Provide employee training on compliance related topics, policies, or procedures.",Core,Compliance Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2185,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15637.0,"Serve as a confidential point of contact for employees to communicate with management, seek clarification on issues or dilemmas, or report irregularities.",Core,Compliance Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
2186,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",21089.0,"Verify that all regulatory policies and procedures have been documented, implemented, and communicated.",Core,Compliance Managers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
2187,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15652.0,Disseminate written policies and procedures related to compliance activities.,Core,Compliance Managers,E1,E1,E1,True,T3,1.0,1.0,1.0,0.75,E1
2188,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15647.0,Prepare management reports regarding compliance operations and progress.,Core,Compliance Managers,E1,E2,E2,True,T3,0.0,0.5,1.0,0.75,E1
2189,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15655.0,Conduct periodic internal reviews or audits to ensure that compliance procedures are followed.,Core,Compliance Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
2190,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",21090.0,"Keep informed regarding pending industry changes, trends, or best practices.",Core,Compliance Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
2191,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15649.0,Monitor compliance systems to ensure their effectiveness.,Core,Compliance Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
2192,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",21091.0,Direct the development or implementation of policies and procedures related to compliance throughout an organization.,Core,Compliance Managers,E0,E2,E2,True,T2,0.0,0.5,1.0,0.5,E0
2193,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15642.0,Advise internal management or business partners on the implementation or operation of compliance programs.,Core,Compliance Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2194,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15654.0,"Design or implement improvements in communication, monitoring, or enforcement of compliance standards.",Core,Compliance Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2195,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15646.0,Provide assistance to internal or external auditors in compliance reviews.,Core,Compliance Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
2196,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15641.0,Collaborate with human resources departments to ensure the implementation of consistent disciplinary action strategies in cases of compliance standard violations.,Core,Compliance Managers,E1,E2,E0,True,T1,0.0,0.5,1.0,0.25,E1
2197,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",21092.0,"Develop risk management strategies based on assessment of product, compliance, or operational risks.",Supplemental,Compliance Managers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
2198,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",19533.0,Advise technical professionals on the development or use of environmental compliance or reporting tools.,Supplemental,Compliance Managers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
2199,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",19535.0,"Develop or implement environmental compliance plans for programs, such as air quality, storm water, wastewater treatment, hazardous waste management, pollution prevention, or solid waste management.",Supplemental,Compliance Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2200,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",19534.0,Conduct environmental audits to ensure adherence to environmental standards.,Supplemental,Compliance Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
2201,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",19537.0,Evaluate testing procedures to meet the specifications of environmental monitoring programs.,Supplemental,Compliance Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2202,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",19538.0,Review or modify policies or operating guidelines to comply with changes to environmental standards or regulations.,Supplemental,Compliance Managers,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1
2203,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15643.0,Review communications such as securities sales advertising to ensure there are no violations of standards or regulations.,Supplemental,Compliance Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
2204,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",21093.0,"Oversee internal reporting systems, such as corporate compliance hotlines.",Supplemental,Compliance Managers,E1,E2,E2,True,T3,0.0,0.5,1.0,0.75,E1
2205,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15636.0,Verify that software technology is in place to adequately provide oversight and monitoring in all required areas.,Supplemental,Compliance Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
2206,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",19536.0,"Direct environmental programs, such as air or water compliance, aboveground or underground storage tanks, spill prevention or control, hazardous waste or materials management, solid waste recycling, medical waste management, indoor air quality, integrated pest management, employee training, or disaster preparedness.",Supplemental,Compliance Managers,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1
2207,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15800.0,Coordinate or conduct internal investigations of problems such as employee theft and violations of corporate loss prevention policies.,Core,Loss Prevention Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
2208,1431,"Sports, recreation and cultural centre managers",11-9199,"Managers, All Other",15807.0,"Administer systems and programs to reduce loss, maintain inventory control, or increase safety.",Core,Loss Prevention Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
