,ISCO-08 Code,ISCO-08 Title EN,part,2010 SOC Code,2010 SOC Title,Unnamed: 0,O*NET-SOC Code,Task ID,Task,Task Type,Title,human_exposure_agg,gpt4_exposure,gpt4_exposure_alt_rubric,gpt_3_relevant,gpt4_automation,alpha,beta,gamma,automation,human_labels
645,1321,Manufacturing managers,,11-3051,Industrial Production Managers,348.0,11-3051,45.0,Negotiate materials prices with suppliers.,Supplemental,Industrial Production Managers,E2,E2,E1,False,T3,0.0,0.5,1.0,0.75,E2
646,1321,Manufacturing managers,,11-3051,Industrial Production Managers,349.0,11-3051,21332.0,Conduct site audits to ensure adherence to safety and environmental regulations.,,Industrial Production Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
647,1321,Manufacturing managers,,11-3051,Industrial Production Managers,350.0,11-3051,21333.0,Develop or enforce procedures for normal operation of manufacturing systems.,,Industrial Production Managers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
648,1321,Manufacturing managers,,11-3051,Industrial Production Managers,351.0,11-3051,21334.0,Implement operational and emergency procedures.,,Industrial Production Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
649,1321,Manufacturing managers,,11-3051,Industrial Production Managers,352.0,11-3051,21335.0,"Maintain records to demonstrate compliance with safety and environmental laws, regulations, or policies.",,Industrial Production Managers,E2,E2,E1,False,T3,0.0,0.5,1.0,0.75,E2
650,1321,Manufacturing managers,,11-3051,Industrial Production Managers,353.0,11-3051,21336.0,Monitor permit requirements for updates.,,Industrial Production Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
651,1321,Manufacturing managers,,11-3051,Industrial Production Managers,354.0,11-3051,21337.0,Optimize operational costs and productivity consistent with safety and environmental rules and regulations.,,Industrial Production Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
652,1321,Manufacturing managers,,11-3051,Industrial Production Managers,355.0,11-3051,21338.0,Prepare reports on operations and system productivity or efficiency.,,Industrial Production Managers,E1,E2,E2,True,T3,0.0,0.5,1.0,0.75,E1
653,1321,Manufacturing managers,,11-3051,Industrial Production Managers,356.0,11-3051,21339.0,Supervise subordinate employees.,,Industrial Production Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
654,1321,Manufacturing managers,,11-3051,Industrial Production Managers,357.0,11-3051,15405.0,Stop production if serious product defects are present.,Core,Quality Control Systems Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
655,1321,Manufacturing managers,,11-3051,Industrial Production Managers,358.0,11-3051,15415.0,Review and update standard operating procedures or quality assurance manuals.,Core,Quality Control Systems Managers,E2,E1,E1,False,T2,1.0,1.0,1.0,0.5,E2
656,1321,Manufacturing managers,,11-3051,Industrial Production Managers,359.0,11-3051,15430.0,Monitor performance of quality control systems to ensure effectiveness and efficiency.,Core,Quality Control Systems Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
657,1321,Manufacturing managers,,11-3051,Industrial Production Managers,360.0,11-3051,15414.0,Review quality documentation necessary for regulatory submissions and inspections.,Core,Quality Control Systems Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
658,1321,Manufacturing managers,,11-3051,Industrial Production Managers,361.0,11-3051,15428.0,Analyze quality control test results and provide feedback and interpretation to production management or staff.,Core,Quality Control Systems Managers,E2,E2,E2,True,T2,0.0,0.5,1.0,0.5,E2
659,1321,Manufacturing managers,,11-3051,Industrial Production Managers,362.0,11-3051,15413.0,"Verify that raw materials, purchased parts or components, in-process samples, and finished products meet established testing and inspection standards.",Core,Quality Control Systems Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
660,1321,Manufacturing managers,,11-3051,Industrial Production Managers,363.0,11-3051,15429.0,"Oversee workers including supervisors, inspectors, or laboratory workers engaged in testing activities.",Core,Quality Control Systems Managers,E2,E2,E0,False,T1,0.0,0.5,1.0,0.25,E2
661,1321,Manufacturing managers,,11-3051,Industrial Production Managers,364.0,11-3051,15431.0,Direct product testing activities throughout production cycles.,Core,Quality Control Systems Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
662,1321,Manufacturing managers,,11-3051,Industrial Production Managers,365.0,11-3051,15421.0,Instruct staff in quality control and analytical procedures.,Core,Quality Control Systems Managers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
663,1321,Manufacturing managers,,11-3051,Industrial Production Managers,366.0,11-3051,15424.0,"Direct the tracking of defects, test results, or other regularly reported quality control data.",Core,Quality Control Systems Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
664,1321,Manufacturing managers,,11-3051,Industrial Production Managers,367.0,11-3051,15417.0,Participate in the development of product specifications.,Core,Quality Control Systems Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
665,1321,Manufacturing managers,,11-3051,Industrial Production Managers,368.0,11-3051,15420.0,Identify quality problems or areas for improvement and recommend solutions.,Core,Quality Control Systems Managers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
666,1321,Manufacturing managers,,11-3051,Industrial Production Managers,369.0,11-3051,15411.0,Collect and analyze production samples to evaluate quality.,Core,Quality Control Systems Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
667,1321,Manufacturing managers,,11-3051,Industrial Production Managers,370.0,11-3051,15416.0,"Produce reports regarding nonconformance of products or processes, daily production quality, root cause analyses, or quality trends.",Core,Quality Control Systems Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
668,1321,Manufacturing managers,,11-3051,Industrial Production Managers,371.0,11-3051,15427.0,"Communicate quality control information to all relevant organizational departments, outside vendors, or contractors.",Core,Quality Control Systems Managers,E1,E2,E1,False,T2,0.0,0.5,1.0,0.5,E1
669,1321,Manufacturing managers,,11-3051,Industrial Production Managers,372.0,11-3051,15418.0,Monitor development of new products to help identify possible problems for mass production.,Core,Quality Control Systems Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
670,1321,Manufacturing managers,,11-3051,Industrial Production Managers,373.0,11-3051,15422.0,Identify critical points in the manufacturing process and specify sampling procedures to be used at these points.,Core,Quality Control Systems Managers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
671,1321,Manufacturing managers,,11-3051,Industrial Production Managers,374.0,11-3051,15425.0,Create and implement inspection and testing criteria or procedures.,Core,Quality Control Systems Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
672,1321,Manufacturing managers,,11-3051,Industrial Production Managers,375.0,11-3051,15423.0,"Document testing procedures, methodologies, or criteria.",Core,Quality Control Systems Managers,E2,E1,E1,True,T2,1.0,1.0,1.0,0.5,E2
673,1321,Manufacturing managers,,11-3051,Industrial Production Managers,376.0,11-3051,15407.0,"Review statistical studies, technological advances, or regulatory standards and trends to stay abreast of issues in the field of quality control.",Core,Quality Control Systems Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
674,1321,Manufacturing managers,,11-3051,Industrial Production Managers,377.0,11-3051,15410.0,"Coordinate the selection and implementation of quality control equipment, such as inspection gauges.",Core,Quality Control Systems Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
675,1321,Manufacturing managers,,11-3051,Industrial Production Managers,378.0,11-3051,15408.0,Generate and maintain quality control operating budgets.,Core,Quality Control Systems Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
676,1321,Manufacturing managers,,11-3051,Industrial Production Managers,379.0,11-3051,15419.0,"Instruct vendors or contractors on quality guidelines, testing procedures, or ways to eliminate deficiencies.",Core,Quality Control Systems Managers,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1
677,1321,Manufacturing managers,,11-3051,Industrial Production Managers,380.0,11-3051,15426.0,Confer with marketing and sales departments to define client requirements and expectations.,Core,Quality Control Systems Managers,E1,E2,E0,False,T1,0.0,0.5,1.0,0.25,E1
678,1321,Manufacturing managers,,11-3051,Industrial Production Managers,381.0,11-3051,15409.0,Evaluate new testing and sampling methodologies or technologies to determine usefulness.,Core,Quality Control Systems Managers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
679,1321,Manufacturing managers,,11-3051,Industrial Production Managers,382.0,11-3051,15406.0,Review and approve quality plans submitted by contractors.,Core,Quality Control Systems Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
680,1321,Manufacturing managers,,11-3051,Industrial Production Managers,383.0,11-3051,15412.0,Audit and inspect subcontractor facilities including external laboratories.,Supplemental,Quality Control Systems Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
681,1321,Manufacturing managers,,11-3051,Industrial Production Managers,384.0,11-3051,15446.0,Supervise employees in geothermal power plants or well fields.,Core,Geothermal Production Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
682,1321,Manufacturing managers,,11-3051,Industrial Production Managers,385.0,11-3051,15447.0,"Oversee geothermal plant operations, maintenance, and repairs to ensure compliance with applicable standards or regulations.",Core,Geothermal Production Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
683,1321,Manufacturing managers,,11-3051,Industrial Production Managers,386.0,11-3051,15434.0,Communicate geothermal plant conditions to employees.,Core,Geothermal Production Managers,E2,E1,E1,False,T1,1.0,1.0,1.0,0.25,E2
684,1321,Manufacturing managers,,11-3051,Industrial Production Managers,387.0,11-3051,15443.0,"Identify and evaluate equipment, procedural, or conditional inefficiencies involving geothermal plant systems.",Core,Geothermal Production Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
685,1321,Manufacturing managers,,11-3051,Industrial Production Managers,388.0,11-3051,15439.0,Perform or direct the performance of preventative maintenance on geothermal plant equipment.,Core,Geothermal Production Managers,E0,E0,E0,False,T0,0.0,0.0,0.0,0.0,E0
686,1321,Manufacturing managers,,11-3051,Industrial Production Managers,389.0,11-3051,15448.0,Inspect geothermal plant or injection well fields to verify proper equipment operations.,Core,Geothermal Production Managers,E2,E0,E0,False,T1,0.0,0.0,0.0,0.25,E2
687,1321,Manufacturing managers,,11-3051,Industrial Production Managers,390.0,11-3051,15445.0,Develop or manage budgets for geothermal operations.,Core,Geothermal Production Managers,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1
688,1321,Manufacturing managers,,11-3051,Industrial Production Managers,391.0,11-3051,15433.0,Select and implement corrosion control or mitigation systems for geothermal plants.,Core,Geothermal Production Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
689,1321,Manufacturing managers,,11-3051,Industrial Production Managers,392.0,11-3051,15444.0,Develop operating plans and schedules for geothermal operations.,Core,Geothermal Production Managers,E2,E2,E2,True,T2,0.0,0.5,1.0,0.5,E2
690,1321,Manufacturing managers,,11-3051,Industrial Production Managers,393.0,11-3051,15436.0,"Record, review, or maintain daily logs, reports, maintenance, and other records associated with geothermal operations.",Core,Geothermal Production Managers,E2,E1,E1,False,T3,1.0,1.0,1.0,0.75,E2
691,1321,Manufacturing managers,,11-3051,Industrial Production Managers,394.0,11-3051,15441.0,"Monitor geothermal operations, using programmable logic controllers.",Core,Geothermal Production Managers,E2,E1,E1,False,T3,1.0,1.0,1.0,0.75,E2
692,1321,Manufacturing managers,,11-3051,Industrial Production Managers,395.0,11-3051,15432.0,Conduct well field site assessments.,Core,Geothermal Production Managers,E2,E2,E0,False,T1,0.0,0.5,1.0,0.25,E2
693,1321,Manufacturing managers,,11-3051,Industrial Production Managers,396.0,11-3051,15442.0,"Identify opportunities to improve plant electrical equipment, controls, or process control methodologies.",Core,Geothermal Production Managers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
694,1321,Manufacturing managers,,11-3051,Industrial Production Managers,397.0,11-3051,15437.0,Prepare environmental permit applications or compliance reports.,Supplemental,Geothermal Production Managers,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1
695,1321,Manufacturing managers,,11-3051,Industrial Production Managers,398.0,11-3051,15440.0,Negotiate interconnection agreements with other utilities.,Supplemental,Geothermal Production Managers,E2,E2,E1,False,T2,0.0,0.5,1.0,0.5,E2
696,1321,Manufacturing managers,,11-3051,Industrial Production Managers,399.0,11-3051,15438.0,"Obtain permits for constructing, upgrading, or operating geothermal power plants.",Supplemental,Geothermal Production Managers,E1,E2,E0,False,T2,0.0,0.5,1.0,0.5,E1
697,1321,Manufacturing managers,,11-3051,Industrial Production Managers,400.0,11-3051,15435.0,Troubleshoot and make minor repairs to geothermal plant instrumentation or electrical systems.,Supplemental,Geothermal Production Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
698,1321,Manufacturing managers,,11-3051,Industrial Production Managers,401.0,11-3051,15454.0,"Supervise production employees in the manufacturing of biofuels, such as biodiesel or ethanol.",Core,Biofuels Production Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
699,1321,Manufacturing managers,,11-3051,Industrial Production Managers,402.0,11-3051,15462.0,"Manage operations at biofuels power generation facilities, including production, shipping, maintenance, or quality assurance activities.",Core,Biofuels Production Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
700,1321,Manufacturing managers,,11-3051,Industrial Production Managers,403.0,11-3051,15450.0,"Provide direction to employees to ensure compliance with biofuels plant safety, environmental, or operational standards and regulations.",Core,Biofuels Production Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
701,1321,Manufacturing managers,,11-3051,Industrial Production Managers,404.0,11-3051,15453.0,"Confer with technical and supervisory personnel to report or resolve conditions affecting biofuels plant safety, operational efficiency, and product quality.",Core,Biofuels Production Managers,E0,E2,E2,False,T1,0.0,0.5,1.0,0.25,E0
702,1321,Manufacturing managers,,11-3051,Industrial Production Managers,405.0,11-3051,15456.0,"Review logs, datasheets, or reports to ensure adequate production levels or to identify abnormalities with biofuels production equipment or processes.",Core,Biofuels Production Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
703,1321,Manufacturing managers,,11-3051,Industrial Production Managers,406.0,11-3051,15458.0,"Monitor meters, flow gauges, or other real-time data to ensure proper operation of biofuels production equipment, implementing corrective measures as needed.",Core,Biofuels Production Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
704,1321,Manufacturing managers,,11-3051,Industrial Production Managers,407.0,11-3051,15461.0,"Adjust temperature, pressure, vacuum, level, flow rate, or transfer of biofuels to maintain processes at required levels.",Core,Biofuels Production Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
705,1321,Manufacturing managers,,11-3051,Industrial Production Managers,408.0,11-3051,15449.0,Provide training to subordinate or new employees to improve biofuels plant safety or increase the production of biofuels.,Core,Biofuels Production Managers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
706,1321,Manufacturing managers,,11-3051,Industrial Production Managers,409.0,11-3051,15455.0,"Shut down and restart biofuels plant or equipment in emergency situations or for equipment maintenance, repairs, or replacements.",Core,Biofuels Production Managers,E0,E0,E0,False,T0,0.0,0.0,0.0,0.0,E0
707,1321,Manufacturing managers,,11-3051,Industrial Production Managers,410.0,11-3051,15451.0,Monitor transportation and storage of flammable or other potentially dangerous feedstocks or products to ensure adherence to safety guidelines.,Core,Biofuels Production Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
708,1321,Manufacturing managers,,11-3051,Industrial Production Managers,411.0,11-3051,15452.0,Draw samples of biofuels products or secondary by-products for quality control testing.,Core,Biofuels Production Managers,E0,E0,E0,False,T0,0.0,0.0,0.0,0.0,E0
709,1321,Manufacturing managers,,11-3051,Industrial Production Managers,412.0,11-3051,15460.0,"Approve proposals for the acquisition, replacement, or repair of biofuels processing equipment or the implementation of new production processes.",Core,Biofuels Production Managers,E2,E2,E0,False,T1,0.0,0.5,1.0,0.25,E2
710,1321,Manufacturing managers,,11-3051,Industrial Production Managers,413.0,11-3051,15457.0,Prepare and manage biofuels plant or unit budgets.,Core,Biofuels Production Managers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
711,1321,Manufacturing managers,,11-3051,Industrial Production Managers,414.0,11-3051,15459.0,"Conduct cost, material, and efficiency studies for biofuels production plants or operations.",Core,Biofuels Production Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
712,1321,Manufacturing managers,,11-3051,Industrial Production Managers,415.0,11-3051,21162.0,Manage safety programs at power generation facilities.,Core,Biomass Power Plant Managers,E2,E2,E0,False,T1,0.0,0.5,1.0,0.25,E2
713,1321,Manufacturing managers,,11-3051,Industrial Production Managers,416.0,11-3051,15471.0,Review biomass operations performance specifications to ensure compliance with regulatory requirements.,Core,Biomass Power Plant Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
714,1321,Manufacturing managers,,11-3051,Industrial Production Managers,417.0,11-3051,15470.0,"Review logs, datasheets, or reports to ensure adequate production levels and safe production environments or to identify abnormalities with power production equipment or processes.",Core,Biomass Power Plant Managers,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1
715,1321,Manufacturing managers,,11-3051,Industrial Production Managers,418.0,11-3051,15468.0,"Supervise operations or maintenance employees in the production of power from biomass, such as wood, coal, paper sludge, or other waste or refuse.",Core,Biomass Power Plant Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
716,1321,Manufacturing managers,,11-3051,Industrial Production Managers,419.0,11-3051,15478.0,"Supervise biomass plant or substation operations, maintenance, repair, or testing activities.",Core,Biomass Power Plant Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
717,1321,Manufacturing managers,,11-3051,Industrial Production Managers,420.0,11-3051,15480.0,"Conduct field inspections of biomass plants, stations, or substations to ensure normal and safe operating conditions.",Core,Biomass Power Plant Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
718,1321,Manufacturing managers,,11-3051,Industrial Production Managers,421.0,11-3051,15474.0,"Plan and schedule plant activities, such as wood, waste, or refuse fuel deliveries, ash removal, and regular maintenance.",Core,Biomass Power Plant Managers,E0,E2,E2,False,T1,0.0,0.5,1.0,0.25,E0
719,1321,Manufacturing managers,,11-3051,Industrial Production Managers,422.0,11-3051,15473.0,Prepare and manage biomass plant budgets.,Core,Biomass Power Plant Managers,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1
720,1321,Manufacturing managers,,11-3051,Industrial Production Managers,423.0,11-3051,15477.0,Evaluate power production or demand trends to identify opportunities for improved operations.,Core,Biomass Power Plant Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
721,1321,Manufacturing managers,,11-3051,Industrial Production Managers,424.0,11-3051,15476.0,"Inspect biomass gasification processes, equipment, and facilities for ways to maximize capacity and minimize operating costs.",Core,Biomass Power Plant Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
722,1321,Manufacturing managers,,11-3051,Industrial Production Managers,425.0,11-3051,15472.0,"Prepare reports on biomass plant operations, status, maintenance, and other information.",Core,Biomass Power Plant Managers,E2,E2,E1,True,T3,0.0,0.5,1.0,0.75,E2
723,1321,Manufacturing managers,,11-3051,Industrial Production Managers,426.0,11-3051,15464.0,Manage parts and supply inventories for biomass plants.,Core,Biomass Power Plant Managers,E0,E2,E2,False,T3,0.0,0.5,1.0,0.75,E0
724,1321,Manufacturing managers,,11-3051,Industrial Production Managers,427.0,11-3051,15465.0,"Monitor and operate communications systems, such as mobile radios.",Core,Biomass Power Plant Managers,E0,E0,E0,False,T3,0.0,0.0,0.0,0.75,E0
725,1321,Manufacturing managers,,11-3051,Industrial Production Managers,428.0,11-3051,15469.0,"Shut down and restart biomass power plants or equipment in emergency situations or for equipment maintenance, repairs, or replacements.",Supplemental,Biomass Power Plant Managers,E0,E0,E0,False,T0,0.0,0.0,0.0,0.0,E0
726,1321,Manufacturing managers,,11-3051,Industrial Production Managers,429.0,11-3051,15466.0,Compile and record operational data on forms or in log books.,Supplemental,Biomass Power Plant Managers,E2,E1,E1,False,T3,1.0,1.0,1.0,0.75,E2
727,1321,Manufacturing managers,,11-3051,Industrial Production Managers,430.0,11-3051,15479.0,"Monitor the operating status of biomass plants by observing control system parameters, distributed control systems, switchboard gauges, dials, or other indicators.",Supplemental,Biomass Power Plant Managers,E2,E2,E0,True,T1,0.0,0.5,1.0,0.25,E2
728,1321,Manufacturing managers,,11-3051,Industrial Production Managers,431.0,11-3051,15467.0,Adjust equipment controls to generate specified amounts of electrical power.,Supplemental,Biomass Power Plant Managers,E0,E0,E0,False,T0,0.0,0.0,0.0,0.0,E0
729,1321,Manufacturing managers,,11-3051,Industrial Production Managers,432.0,11-3051,15463.0,"Test, maintain, or repair electrical power distribution machinery or equipment, using hand tools, power tools, and testing devices.",Supplemental,Biomass Power Plant Managers,E0,E0,E0,False,T0,0.0,0.0,0.0,0.0,E0
730,1321,Manufacturing managers,,11-3051,Industrial Production Managers,433.0,11-3051,15475.0,"Operate controls to start, stop, or regulate biomass-fueled generators, generator units, boilers, engines, or auxiliary systems.",Supplemental,Biomass Power Plant Managers,E0,E0,E0,False,T0,0.0,0.0,0.0,0.0,E0
731,1321,Manufacturing managers,,11-3051,Industrial Production Managers,434.0,11-3051,15520.0,"Direct operations, maintenance, or repair of hydroelectric power facilities.",Core,Hydroelectric Production Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
732,1321,Manufacturing managers,,11-3051,Industrial Production Managers,435.0,11-3051,15515.0,Identify and communicate power system emergencies.,Core,Hydroelectric Production Managers,E0,E2,E0,False,T2,0.0,0.5,1.0,0.5,E0
733,1321,Manufacturing managers,,11-3051,Industrial Production Managers,436.0,11-3051,15512.0,"Maintain records of hydroelectric facility operations, maintenance, or repairs.",Core,Hydroelectric Production Managers,E2,E1,E1,False,T3,1.0,1.0,1.0,0.75,E2
734,1321,Manufacturing managers,,11-3051,Industrial Production Managers,437.0,11-3051,15509.0,Perform or direct preventive or corrective containment or cleanup to protect the environment.,Core,Hydroelectric Production Managers,E0,E0,E0,False,T0,0.0,0.0,0.0,0.0,E0
735,1321,Manufacturing managers,,11-3051,Industrial Production Managers,438.0,11-3051,15513.0,"Monitor or inspect hydroelectric equipment, such as hydro-turbines, generators, or control systems.",Core,Hydroelectric Production Managers,E2,E0,E0,False,T1,0.0,0.0,0.0,0.25,E2
736,1321,Manufacturing managers,,11-3051,Industrial Production Managers,439.0,11-3051,15514.0,"Inspect hydroelectric facilities, including switchyards, control houses, or relay houses, for normal operation or adherence to safety standards.",Core,Hydroelectric Production Managers,E2,E0,E0,False,T1,0.0,0.0,0.0,0.25,E2
737,1321,Manufacturing managers,,11-3051,Industrial Production Managers,440.0,11-3051,15519.0,Supervise or monitor hydroelectric facility operations to ensure that generation or mechanical equipment conform to applicable regulations or standards.,Core,Hydroelectric Production Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
738,1321,Manufacturing managers,,11-3051,Industrial Production Managers,441.0,11-3051,15508.0,Plan or coordinate hydroelectric production operations to meet customer requirements.,Core,Hydroelectric Production Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
739,1321,Manufacturing managers,,11-3051,Industrial Production Managers,442.0,11-3051,15518.0,"Check hydroelectric operations for compliance with prescribed operating limits, such as loads, voltages, temperatures, lines, or equipment.",Core,Hydroelectric Production Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
740,1321,Manufacturing managers,,11-3051,Industrial Production Managers,443.0,11-3051,15504.0,"Develop or implement projects to improve efficiency, economy, or effectiveness of hydroelectric plant operations.",Core,Hydroelectric Production Managers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
741,1321,Manufacturing managers,,11-3051,Industrial Production Managers,444.0,11-3051,15503.0,Provide technical direction in the erection or commissioning of hydroelectric equipment or supporting electrical or mechanical systems.,Core,Hydroelectric Production Managers,E0,E0,E0,False,T0,0.0,0.0,0.0,0.0,E0
742,1321,Manufacturing managers,,11-3051,Industrial Production Managers,445.0,11-3051,15505.0,"Supervise hydropower plant equipment installations, upgrades, or maintenance.",Core,Hydroelectric Production Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
743,1321,Manufacturing managers,,11-3051,Industrial Production Managers,446.0,11-3051,15507.0,Plan or manage hydroelectric plant upgrades.,Core,Hydroelectric Production Managers,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
744,1321,Manufacturing managers,,11-3051,Industrial Production Managers,447.0,11-3051,15506.0,"Respond to problems related to ratepayers, water users, power users, government agencies, educational institutions, or other private or public power resource interests.",Core,Hydroelectric Production Managers,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1
745,1321,Manufacturing managers,,11-3051,Industrial Production Managers,448.0,11-3051,15516.0,"Develop or review budgets, annual plans, power contracts, power rates, standing operating procedures, power reviews, or engineering studies.",Core,Hydroelectric Production Managers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
746,1321,Manufacturing managers,,11-3051,Industrial Production Managers,449.0,11-3051,15502.0,Develop or implement policy evaluation procedures for hydroelectric generation activities.,Core,Hydroelectric Production Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
747,1321,Manufacturing managers,,11-3051,Industrial Production Managers,450.0,11-3051,15510.0,"Operate energized high- or low-voltage hydroelectric power transmission system substations, according to procedures and safety requirements.",Supplemental,Hydroelectric Production Managers,E0,E0,E0,False,T0,0.0,0.0,0.0,0.0,E0
748,1321,Manufacturing managers,,11-3051,Industrial Production Managers,451.0,11-3051,15517.0,Create or enforce hydrostation voltage schedules.,Supplemental,Hydroelectric Production Managers,E2,E2,E0,False,T3,0.0,0.5,1.0,0.75,E2
749,1321,Manufacturing managers,,11-3051,Industrial Production Managers,452.0,11-3051,15511.0,Negotiate power generation contracts with other public or private utilities.,Supplemental,Hydroelectric Production Managers,E2,E2,E1,False,T1,0.0,0.5,1.0,0.25,E2
750,1219,Business services and administration managers not elsewhere classified,*,11-3061,Purchasing Managers,453.0,11-3061,1030.0,Represent companies in negotiating contracts and formulating policies with suppliers.,Core,Purchasing Managers,E2,E2,E1,False,T1,0.0,0.5,1.0,0.25,E2
751,1219,Business services and administration managers not elsewhere classified,*,11-3061,Purchasing Managers,454.0,11-3061,21039.0,Develop cost reduction strategies and savings plans.,Core,Purchasing Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
752,1219,Business services and administration managers not elsewhere classified,*,11-3061,Purchasing Managers,455.0,11-3061,1027.0,"Develop and implement purchasing and contract management instructions, policies, and procedures.",Core,Purchasing Managers,E1,E1,E2,False,T2,1.0,1.0,1.0,0.5,E1
753,1219,Business services and administration managers not elsewhere classified,*,11-3061,Purchasing Managers,456.0,11-3061,1033.0,Prepare bid awards requiring board approval.,Core,Purchasing Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
754,1219,Business services and administration managers not elsewhere classified,*,11-3061,Purchasing Managers,457.0,11-3061,1032.0,"Direct and coordinate activities of personnel engaged in buying, selling, and distributing materials, equipment, machinery, and supplies.",Core,Purchasing Managers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
755,1219,Business services and administration managers not elsewhere classified,*,11-3061,Purchasing Managers,458.0,11-3061,1021.0,"Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.",Core,Purchasing Managers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
756,1219,Business services and administration managers not elsewhere classified,*,11-3061,Purchasing Managers,459.0,11-3061,1024.0,"Interview and hire staff, and oversee staff training.",Core,Purchasing Managers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
757,1219,Business services and administration managers not elsewhere classified,*,11-3061,Purchasing Managers,460.0,11-3061,1022.0,Prepare and process requisitions and purchase orders for supplies and equipment.,Core,Purchasing Managers,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1
