onet_soc,task_id,title,task_type,pE0_mean,pE1_mean,pE2_mean,pE0_sd,pE1_sd,pE2_sd,alpha_soft_mean,beta_soft_mean,zeta_soft_mean,hard_label_mean_probs,mean_confidence,n_runs
15-1299.05,21770.0,Information Security Engineers,nan,0.0833333333333333,0.16666666666666666,0.75,0.004714045207910321,0.047140452079103175,0.04242640687119284,0.16666666666666666,0.5416666666666666,0.9166666666666669,E2,0.8000000000000002,3
15-1299.05,21771.0,Information Security Engineers,nan,0.07333333333333329,0.26666666666666666,0.66,0.004714045207910321,0.04714045207910316,0.04242640687119289,0.26666666666666666,0.5966666666666667,0.9266666666666667,E2,0.8000000000000002,3
15-1299.05,21772.0,Information Security Engineers,nan,0.07666666666666662,0.2333333333333333,0.6900000000000001,0.004714045207910321,0.04714045207910316,0.04242640687119289,0.2333333333333333,0.5783333333333334,0.9233333333333335,E2,0.8000000000000002,3
15-1299.05,21773.0,Information Security Engineers,nan,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-1299.05,21774.0,Information Security Engineers,nan,0.08666666666666663,0.13333333333333333,0.7800000000000001,0.004714045207910321,0.047140452079103175,0.04242640687119284,0.13333333333333333,0.5233333333333333,0.9133333333333334,E2,0.8000000000000002,3
15-1299.05,21775.0,Information Security Engineers,nan,0.07333333333333329,0.26666666666666666,0.66,0.004714045207910321,0.04714045207910316,0.04242640687119289,0.26666666666666666,0.5966666666666667,0.9266666666666667,E2,0.8000000000000002,3
15-1299.05,21776.0,Information Security Engineers,nan,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-1299.05,21777.0,Information Security Engineers,nan,0.14333333333333328,0.13333333333333333,0.7233333333333335,0.038586123009300734,0.047140452079103175,0.0694422221866655,0.13333333333333333,0.49500000000000005,0.8566666666666668,E2,0.7333333333333334,3
15-1299.05,21778.0,Information Security Engineers,nan,0.17333333333333326,0.13333333333333333,0.6933333333333334,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.13333333333333333,0.48000000000000004,0.8266666666666668,E2,0.6999999999999998,3
15-1299.05,21779.0,Information Security Engineers,nan,0.1666666666666666,0.16666666666666666,0.6666666666666669,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.16666666666666666,0.5,0.8333333333333334,E2,0.6999999999999998,3
15-1299.05,21780.0,Information Security Engineers,nan,0.11666666666666665,0.3,0.5833333333333334,0.03299831645537225,0.0,0.03299831645537225,0.3,0.5916666666666667,0.8833333333333332,E2,0.7333333333333334,3
15-1299.05,21781.0,Information Security Engineers,nan,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.05,21782.0,Information Security Engineers,nan,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-1299.05,21783.0,Information Security Engineers,nan,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
15-1299.05,21784.0,Information Security Engineers,nan,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.7666666666666666,3
15-1299.05,21785.0,Information Security Engineers,nan,0.06666666666666661,0.3333333333333333,0.6,0.004714045207910321,0.04714045207910319,0.04242640687119283,0.3333333333333333,0.6333333333333333,0.9333333333333332,E2,0.8000000000000002,3
15-1299.06,21786.0,Digital Forensics Analysts,nan,0.32999999999999996,0.10000000000000002,0.5700000000000001,0.21213203435596428,1.3877787807814457e-17,0.21213203435596428,0.10000000000000002,0.38500000000000006,0.67,E2,0.7666666666666666,3
15-1299.06,21787.0,Digital Forensics Analysts,nan,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.06,21788.0,Digital Forensics Analysts,nan,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.7666666666666666,3
15-1299.06,21789.0,Digital Forensics Analysts,nan,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-1299.06,21790.0,Digital Forensics Analysts,nan,0.1666666666666666,0.16666666666666666,0.6666666666666669,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.16666666666666666,0.5,0.8333333333333334,E2,0.6999999999999998,3
15-1299.06,21791.0,Digital Forensics Analysts,nan,0.14,0.3,0.5599999999999999,0.0,0.0,0.0,0.3,0.58,0.8599999999999999,E2,0.6999999999999998,3
15-1299.06,21792.0,Digital Forensics Analysts,nan,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-1299.06,21793.0,Digital Forensics Analysts,nan,0.14333333333333328,0.13333333333333333,0.7233333333333335,0.038586123009300734,0.047140452079103175,0.0694422221866655,0.13333333333333333,0.49500000000000005,0.8566666666666668,E2,0.7333333333333334,3
15-1299.06,21794.0,Digital Forensics Analysts,nan,0.11999999999999995,0.10000000000000002,0.7800000000000001,0.04242640687119284,1.3877787807814457e-17,0.04242640687119284,0.10000000000000002,0.49000000000000005,0.88,E2,0.7666666666666666,3
15-1299.06,21795.0,Digital Forensics Analysts,nan,0.1666666666666666,0.16666666666666666,0.6666666666666669,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.16666666666666666,0.5,0.8333333333333334,E2,0.6999999999999998,3
15-1299.06,21796.0,Digital Forensics Analysts,nan,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-1299.06,21797.0,Digital Forensics Analysts,nan,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-1299.06,21798.0,Digital Forensics Analysts,nan,0.11999999999999995,0.10000000000000002,0.7800000000000001,0.04242640687119284,1.3877787807814457e-17,0.04242640687119284,0.10000000000000002,0.49000000000000005,0.88,E2,0.7666666666666666,3
15-1299.06,21799.0,Digital Forensics Analysts,nan,0.17999999999999994,0.10000000000000002,0.7200000000000001,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.46000000000000013,0.82,E2,0.6999999999999998,3
15-1299.06,21800.0,Digital Forensics Analysts,nan,0.0833333333333333,0.16666666666666666,0.75,0.004714045207910321,0.047140452079103175,0.04242640687119284,0.16666666666666666,0.5416666666666666,0.9166666666666669,E2,0.8000000000000002,3
15-1299.06,21801.0,Digital Forensics Analysts,nan,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-1299.06,21802.0,Digital Forensics Analysts,nan,0.04999999999999997,0.6333333333333333,0.3166666666666667,0.021602468994692862,0.04714045207910316,0.036817870057290855,0.6333333333333333,0.7916666666666666,0.9500000000000001,E1,0.8000000000000002,3
15-1299.06,21803.0,Digital Forensics Analysts,nan,0.0633333333333333,0.6333333333333333,0.3033333333333334,0.02357022603955158,0.04714045207910316,0.02357022603955158,0.6333333333333333,0.785,0.9366666666666666,E1,0.7666666666666666,3
15-1299.06,21804.0,Digital Forensics Analysts,nan,0.10999999999999999,0.3333333333333333,0.5566666666666666,0.029439202887759516,0.04714045207910319,0.06128258770283413,0.3333333333333333,0.6116666666666667,0.89,E2,0.7333333333333334,3
15-1299.06,21805.0,Digital Forensics Analysts,nan,0.06,0.6999999999999998,0.24000000000000007,0.0,1.1102230246251565e-16,2.7755575615628914e-17,0.6999999999999998,0.82,0.94,E1,0.8333333333333334,3
15-1299.07,21806.0,Blockchain Engineers,nan,0.10666666666666662,0.20000000000000004,0.6933333333333334,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5466666666666667,0.8933333333333335,E2,0.7666666666666666,3
15-1299.07,21807.0,Blockchain Engineers,nan,0.0833333333333333,0.16666666666666666,0.75,0.004714045207910321,0.047140452079103175,0.04242640687119284,0.16666666666666666,0.5416666666666666,0.9166666666666669,E2,0.8000000000000002,3
15-1299.07,21808.0,Blockchain Engineers,nan,0.07666666666666662,0.2333333333333333,0.6900000000000001,0.004714045207910321,0.04714045207910316,0.04242640687119289,0.2333333333333333,0.5783333333333334,0.9233333333333335,E2,0.6999999999999998,3
15-1299.07,21809.0,Blockchain Engineers,nan,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.7666666666666666,3
15-1299.07,21810.0,Blockchain Engineers,nan,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.07,21811.0,Blockchain Engineers,nan,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.07,21812.0,Blockchain Engineers,nan,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
15-1299.07,21813.0,Blockchain Engineers,nan,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.07,21814.0,Blockchain Engineers,nan,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.07,21815.0,Blockchain Engineers,nan,0.3066666666666667,0.16666666666666666,0.5266666666666667,0.04988876515698584,0.047140452079103175,0.03399346342395189,0.16666666666666666,0.43,0.6933333333333334,E2,0.7166666666666667,3
15-1299.07,21816.0,Blockchain Engineers,nan,0.2133333333333333,0.20000000000000004,0.5866666666666668,0.07542472332656514,2.7755575615628914e-17,0.07542472332656514,0.20000000000000004,0.49333333333333335,0.7866666666666667,E2,0.6999999999999998,3
15-1299.07,21817.0,Blockchain Engineers,nan,0.12,0.26666666666666666,0.6133333333333333,0.02828427124746193,0.04714045207910316,0.07542472332656514,0.26666666666666666,0.5733333333333334,0.8799999999999999,E2,0.7333333333333334,3
15-1299.07,21818.0,Blockchain Engineers,nan,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.07,21819.0,Blockchain Engineers,nan,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.7333333333333334,3
15-1299.07,21820.0,Blockchain Engineers,nan,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-1299.07,21821.0,Blockchain Engineers,nan,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-1299.07,21822.0,Blockchain Engineers,nan,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.08,14669.0,Computer Systems Engineers/Architects,Core,0.11999999999999995,0.10000000000000002,0.7800000000000001,0.04242640687119284,1.3877787807814457e-17,0.04242640687119284,0.10000000000000002,0.49000000000000005,0.88,E2,0.7666666666666666,3
15-1299.08,14682.0,Computer Systems Engineers/Architects,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.08,14670.0,Computer Systems Engineers/Architects,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.08,14673.0,Computer Systems Engineers/Architects,Core,0.07333333333333329,0.26666666666666666,0.66,0.004714045207910321,0.04714045207910316,0.04242640687119289,0.26666666666666666,0.5966666666666667,0.9266666666666667,E2,0.8000000000000002,3
15-1299.08,14666.0,Computer Systems Engineers/Architects,Core,0.1533333333333333,0.2333333333333333,0.6133333333333334,0.00942809041582059,0.04714045207910316,0.037712361663282616,0.2333333333333333,0.54,0.8466666666666667,E2,0.6999999999999998,3
15-1299.08,14686.0,Computer Systems Engineers/Architects,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.08,14667.0,Computer Systems Engineers/Architects,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.08,14691.0,Computer Systems Engineers/Architects,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.08,14672.0,Computer Systems Engineers/Architects,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.08,14668.0,Computer Systems Engineers/Architects,Core,0.06666666666666661,0.4666666666666666,0.46666666666666673,0.009428090415820642,0.09428090415820632,0.10370899457402696,0.4666666666666666,0.7000000000000001,0.9333333333333335,E1,0.7666666666666666,3
15-1299.08,14687.0,Computer Systems Engineers/Architects,Core,0.06666666666666664,0.5666666666666667,0.3666666666666667,0.009428090415820628,0.12472191289246469,0.12684198393626964,0.5666666666666667,0.75,0.9333333333333332,E1,0.8000000000000002,3
15-1299.08,14681.0,Computer Systems Engineers/Architects,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.08,14675.0,Computer Systems Engineers/Architects,Core,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-1299.08,14683.0,Computer Systems Engineers/Architects,Core,0.0833333333333333,0.16666666666666666,0.75,0.004714045207910321,0.047140452079103175,0.04242640687119284,0.16666666666666666,0.5416666666666666,0.9166666666666669,E2,0.8000000000000002,3
15-1299.08,14671.0,Computer Systems Engineers/Architects,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.08,14674.0,Computer Systems Engineers/Architects,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.08,14684.0,Computer Systems Engineers/Architects,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.08,14677.0,Computer Systems Engineers/Architects,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.08,14688.0,Computer Systems Engineers/Architects,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.08,14680.0,Computer Systems Engineers/Architects,Core,0.07666666666666662,0.2333333333333333,0.6900000000000001,0.004714045207910321,0.04714045207910316,0.04242640687119289,0.2333333333333333,0.5783333333333334,0.9233333333333335,E2,0.8000000000000002,3
15-1299.08,14693.0,Computer Systems Engineers/Architects,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.08,14685.0,Computer Systems Engineers/Architects,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.08,14679.0,Computer Systems Engineers/Architects,Core,0.08666666666666663,0.13333333333333333,0.7800000000000001,0.004714045207910321,0.047140452079103175,0.04242640687119284,0.13333333333333333,0.5233333333333333,0.9133333333333334,E2,0.8000000000000002,3
15-1299.08,14676.0,Computer Systems Engineers/Architects,Core,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-1299.08,14692.0,Computer Systems Engineers/Architects,Core,0.06333333333333328,0.3666666666666667,0.57,0.004714045207910321,0.04714045207910319,0.04242640687119284,0.3666666666666667,0.6516666666666667,0.9366666666666666,E2,0.8000000000000002,3
15-1299.08,14678.0,Computer Systems Engineers/Architects,Core,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-1299.08,14689.0,Computer Systems Engineers/Architects,Core,0.17999999999999994,0.10000000000000002,0.7200000000000001,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.46000000000000013,0.82,E2,0.7333333333333334,3
15-1299.08,14690.0,Computer Systems Engineers/Architects,Core,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
15-1299.09,16169.0,Information Technology Project Managers,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.09,16154.0,Information Technology Project Managers,Core,0.1533333333333333,0.2333333333333333,0.6133333333333334,0.00942809041582059,0.04714045207910316,0.037712361663282616,0.2333333333333333,0.54,0.8466666666666667,E2,0.6999999999999998,3
15-1299.09,16157.0,Information Technology Project Managers,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.09,16152.0,Information Technology Project Managers,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.09,16155.0,Information Technology Project Managers,Core,0.1533333333333333,0.2333333333333333,0.6133333333333334,0.00942809041582059,0.04714045207910316,0.037712361663282616,0.2333333333333333,0.54,0.8466666666666667,E2,0.6999999999999998,3
15-1299.09,16159.0,Information Technology Project Managers,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.09,16156.0,Information Technology Project Managers,Core,0.07666666666666662,0.2333333333333333,0.6900000000000001,0.004714045207910321,0.04714045207910316,0.04242640687119289,0.2333333333333333,0.5783333333333334,0.9233333333333335,E2,0.8000000000000002,3
15-1299.09,16163.0,Information Technology Project Managers,Core,0.1666666666666666,0.16666666666666666,0.6666666666666669,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.16666666666666666,0.5,0.8333333333333334,E2,0.6999999999999998,3
15-1299.09,16164.0,Information Technology Project Managers,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.09,16162.0,Information Technology Project Managers,Core,0.13333333333333328,0.20000000000000004,0.6666666666666669,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5333333333333333,0.8666666666666668,E2,0.7333333333333334,3
15-1299.09,16170.0,Information Technology Project Managers,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.09,16151.0,Information Technology Project Managers,Core,0.10333333333333328,0.2333333333333333,0.6633333333333334,0.04027681991198189,0.04714045207910316,0.04027681991198192,0.2333333333333333,0.5650000000000001,0.8966666666666668,E2,0.7666666666666666,3
15-1299.09,16168.0,Information Technology Project Managers,Core,0.036666666666666646,0.6333333333333333,0.33000000000000007,0.004714045207910321,0.04714045207910316,0.04242640687119284,0.6333333333333333,0.7983333333333333,0.9633333333333333,E1,0.8166666666666668,3
15-1299.09,16160.0,Information Technology Project Managers,Core,0.13333333333333328,0.20000000000000004,0.6666666666666669,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5333333333333333,0.8666666666666668,E2,0.7333333333333334,3
15-1299.09,16166.0,Information Technology Project Managers,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.09,16161.0,Information Technology Project Managers,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-1299.09,16171.0,Information Technology Project Managers,Core,0.07333333333333329,0.26666666666666666,0.66,0.004714045207910321,0.04714045207910316,0.04242640687119289,0.26666666666666666,0.5966666666666667,0.9266666666666667,E2,0.8000000000000002,3
15-1299.09,16153.0,Information Technology Project Managers,Core,0.21333333333333337,0.20000000000000004,0.5866666666666667,0.037712361663282616,2.7755575615628914e-17,0.037712361663282616,0.20000000000000004,0.49333333333333335,0.7866666666666667,E2,0.75,3
15-1299.09,16165.0,Information Technology Project Managers,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-1299.09,16167.0,Information Technology Project Managers,Core,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
15-1299.09,16158.0,Information Technology Project Managers,Core,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
15-2011.00,3500.0,Actuaries,Core,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-2011.00,3502.0,Actuaries,Core,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
15-2011.00,3504.0,Actuaries,Core,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
15-2011.00,3506.0,Actuaries,Core,0.17999999999999994,0.10000000000000002,0.7200000000000001,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.46000000000000013,0.82,E2,0.6999999999999998,3
15-2011.00,3501.0,Actuaries,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-2011.00,3508.0,Actuaries,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-2011.00,20951.0,Actuaries,Core,0.17999999999999994,0.10000000000000002,0.7200000000000001,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.46000000000000013,0.82,E2,0.6999999999999998,3
15-2011.00,3503.0,Actuaries,Core,0.14333333333333328,0.13333333333333333,0.7233333333333335,0.038586123009300734,0.047140452079103175,0.0694422221866655,0.13333333333333333,0.49500000000000005,0.8566666666666668,E2,0.7333333333333334,3
15-2011.00,3512.0,Actuaries,Core,0.11999999999999995,0.10000000000000002,0.7800000000000001,0.04242640687119284,1.3877787807814457e-17,0.04242640687119284,0.10000000000000002,0.49000000000000005,0.88,E2,0.7666666666666666,3
15-2011.00,3505.0,Actuaries,Core,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
15-2011.00,3509.0,Actuaries,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
15-2011.00,3507.0,Actuaries,Core,0.17999999999999994,0.10000000000000002,0.7200000000000001,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.46000000000000013,0.82,E2,0.6999999999999998,3
15-2011.00,3511.0,Actuaries,Supplemental,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
15-2011.00,3510.0,Actuaries,Supplemental,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.7666666666666666,3
15-2011.00,3513.0,Actuaries,Supplemental,0.06666666666666661,0.3333333333333333,0.6,0.004714045207910321,0.04714045207910319,0.04242640687119283,0.3333333333333333,0.6333333333333333,0.9333333333333332,E2,0.8000000000000002,3
15-2021.00,7373.0,Mathematicians,Core,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
15-2021.00,20191.0,Mathematicians,Core,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.009428090415820642,0.04714045207910319,0.03771236166328251,0.3333333333333333,0.6,0.8666666666666666,E2,0.6999999999999998,3
15-2021.00,7369.0,Mathematicians,Core,0.51,0.10000000000000002,0.39000000000000007,0.11224972160321825,1.3877787807814457e-17,0.11224972160321824,0.10000000000000002,0.295,0.49000000000000005,E0,0.6999999999999998,3
15-2021.00,7367.0,Mathematicians,Core,0.17333333333333326,0.13333333333333333,0.6933333333333334,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.13333333333333333,0.48000000000000004,0.8266666666666668,E2,0.6999999999999998,3
15-2021.00,7376.0,Mathematicians,Core,0.6891666666666666,0.08333333333333333,0.2275,0.08367430244040812,0.023570226039551587,0.060104076400856556,0.08333333333333333,0.19708333333333336,0.31083333333333335,E0,0.7333333333333334,3
15-2021.00,7371.0,Mathematicians,Core,0.13333333333333328,0.20000000000000004,0.6666666666666669,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5333333333333333,0.8666666666666668,E2,0.7333333333333334,3
15-2021.00,7370.0,Mathematicians,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
15-2021.00,7372.0,Mathematicians,Core,0.14666666666666664,0.26666666666666666,0.5866666666666667,0.00942809041582059,0.04714045207910316,0.037712361663282616,0.26666666666666666,0.5599999999999999,0.8533333333333332,E2,0.6999999999999998,3
15-2021.00,7374.0,Mathematicians,Core,0.63,0.10000000000000002,0.27,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.23500000000000001,0.36999999999999994,E0,0.6999999999999998,3
15-2021.00,7368.0,Mathematicians,Core,0.17999999999999994,0.10000000000000002,0.7200000000000001,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.46000000000000013,0.82,E2,0.6999999999999998,3
15-2021.00,7375.0,Mathematicians,Supplemental,0.17999999999999994,0.10000000000000002,0.7200000000000001,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.46000000000000013,0.82,E2,0.6999999999999998,3
